ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Genre,Price,Items in Stock
1146,Welcome to My Planet: Where English Is Sometimes Spoken,Shannon Olson,2001,Penguin Books,Young Adult,15,6
1147,A STRING OF CHANCES (String of Chances Nrf),Phyllis Reynolds Naylor,1982,Atheneum,Historical Fiction,18,4
1148,"Frankenstein Or, the Modern Prometheus",Mary Wollstonecraft Shelley,1994,Signet Book,Fantasy,43,6
1149,World of Pies : A Novel,Karen Stolz,2001,Hyperion,Historical Fiction,28,10
1150,Love: A User's Guide,CLARE NAYLOR,1999,Ballantine Books,Fantasy,25,10
1151,The Perks of Being a Wallflower,Stephen Chbosky,1999,MTV,Science Fiction,25,3
1152,Patapim e patapam (Le formiche),Antonio Albanese,1994,Baldini&amp;Castoldi,Science Fiction,32,10
1153,Dragons of Summer Flame,Margaret Weis,2002,Wizards of the Coast,Romance,47,9
1154,DANCING AT THE RASCAL FAIR,Ivan Doig,1996,Scribner,Historical Fiction,19,2
1155,Daughter of Fortune : A Novel (Oprah's Book Club (Hardcover)),Isabel Allende,1999,HarperCollins,Fantasy,42,1
1156,"A Beautiful Mind : A Biography of John Forbes Nash, Jr.",Sylvia Nasar,1998,Simon &amp; Schuster,Horror,58,6
1157,The Bridegroom: Stories (Great Reads),Ha Jin,2000,Pantheon Books,Historical Fiction,31,2
1158,Kiss the Dust,Elizabeth Laird,1994,Puffin Books,Science Fiction,56,7
1159,"Slippage: Previously Poised, Previously Uncollected Stories",Harlan Ellison,1997,Houghton Mifflin,Horror,10,9
1160,Portrait in Sepia,Isabel Allende,2001,HarperCollins Publishers,Biography,13,5
1161,The Pilgrimage Road to Santiago : The Complete Cultural Handbook,David M. Gitlitz,2000,St. Martin's Griffin,Mystery,47,4
1162,Der Magier. Der Erbe der Nacht.,Wolfgang Hohlbein,1999,Heyne,Biography,17,8
1163,Der fremde Freund. (Drachenblut).,Christoph Hein,1982,Aufbau Tb,Horror,48,1
1164,Die Meute der Erben.,Gaby Hauptmann,1999,Piper,Romance,21,10
1165,Ein Mann fÃ?Â¼r jede Gelegenheit.,Carolyn See,2001,Heyne,Thriller,40,10
1166,Der Geteilte Himmel,Christa Wolf,0,Deutscher Taschenbuch Verlag,Historical Fiction,35,7
1167,Helden wie wir.,Thomas Brussig,1998,"Fischer (Tb.), Frankfurt",Horror,40,9
1168,Schamanismus. Reisen der Seele. Magische KrÃ?Â¤fte. Ekstase und Heilung.,Piers Vitebsky,2001,Taschen Verlag,Horror,47,9
1169,Entdecke den Schamanen in dir. Reise in die innere Welt des Alltags.,Christopher Weidner,2003,"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH &amp; Co.",Self-help,46,10
1170,Das Meer und kleine Fische.,Terry Pratchett,2000,Heyne,Fantasy,49,4
1171,Sofies Welt. Roman Ã?Â¼ber die Geschichte der Philosophie.,Jostein Gaarder,1999,Dtv,Biography,44,4
1172,The Book of Lost Tales 2 (The History of Middle-Earth - Volume 2),J.R.R. TOLKIEN,1992,Del Rey,Fantasy,37,4
1173,The Book of Lost Tales 1 (The History of Middle-Earth - Volume 1),J. R. R. Tolkien,1992,Del Rey Books,Young Adult,41,2
1174,Waking Up Screaming: Haunting Tales of Terror,H. P. Lovecraft,2003,Del Rey Books,Historical Fiction,35,7
1175,Dharma Bums,Jack Kerouac,1991,Penguin Books,Mystery,48,1
1176,American Gods,Neil Gaiman,2002,HarperTorch,Young Adult,60,2
1177,Just Here Trying to Save a Few Lives : Tales of Life and Death from the ER,Pamela Grim,2002,Warner Books,Horror,46,3
1178,2061: Odyssey Three,Arthur C. Clarke,1991,Del Rey Books,Mystery,51,4
1179,"Tales of the City (Tales of the City Series, V. 1)",Armistead Maupin,1989,Perennial,Self-help,24,1
1180,Pigeon,Jay Bennett,1983,Harpercollins Juvenile Books,Fantasy,17,3
1181,Deadly Sleep,John Applegate,1988,Pinnacle Books,Horror,59,2
1182,Demon Night,J. Michael Straczynski,1990,Berkley Pub Group,Young Adult,22,7
1183,Harp and the Blade,John Myers Myers,1985,Ace Books,Biography,21,9
1184,"The World, the Flesh and the Devil",Reay Tannahill,1988,Ivy Books,Science Fiction,60,4
1185,"The Skystone (Whyte, Jack. Camulod Chronicles, Bk. 1.)",Jack Whyte,1996,Forge,Fantasy,45,4
1186,"One Tree (Donaldson, Stephen R. Second Chronicles of Thomas Covenant, Bk. 2.)",Stephen R. Donaldson,1982,Ballantine Books,Self-help,51,7
1187,White Gold Wielder Chronicles 3 (Second Chronicles of Thomas Covenant),Stephen R Donaldson,1984,Ballantine Books,Self-help,54,5
1188,Wounded Land (Second Chronicles of Thomas Covenant),Stephen R. Donaldson,1981,Del Rey Books,Romance,59,3
1189,"The Power That Preserves (The Chronicles of Thomas Covenant the Unbeliever, Book Three)",Stephen R. Donaldson,1979,Del Rey Books,Science Fiction,59,7
1190,Illearth War / Thomas Covenant #02 (Chronicles of Thomas Covenant the Unbeliever),Stephen Donaldson,1978,Ballantine Books,Horror,44,5
1191,"Lord Foul's Bane (The Chronicles of Thomas Covenant the Unbeliever, Book One)",Stephen R. Donaldson,1978,Del Rey Books,Thriller,42,5
1192,Killing Mister Watson,Peter Matthiessen,1991,Vintage Books USA,Self-help,31,5
1193,Exocet,Jack Higgins,1984,Penguin Putnam~mass,Horror,56,3
1194,The Crib,Paul Kent,1987,Bantam Books,Horror,53,3
1195,Red Dragon,Thomas Harris,2000,Dell Publishing Company,Horror,53,1
1196,Jurassic Park,Michael Crichton,1999,Ballantine Books,Historical Fiction,42,10
1197,Imaginary Lands,Robin McKinley,1985,Ace Books,Young Adult,32,5
1198,So That Others May Live: Caroline Hebard &amp; Her Search-And-Rescue Dogs,Hank Whittemore,1996,Bantam Books,Science Fiction,48,4
1199,How to Get Your Kid to Eat but Not Too Much,Ellyn Satter,1987,Bull Publishing Company,Biography,24,3
1200,Shape Changer,Bill Brittain,1994,Harpercollins Juvenile Books,Science Fiction,29,4
1201,The Piano Lesson (Plume Drama),August Wilson,1990,Plume Books,Young Adult,42,2
1202,Trading Places,Fern Michaels,2003,Pocket Star,Biography,44,8
1203,Stanislaski Brothers (Silhouette Promo),Nora Roberts,2000,Silhouette,Self-help,18,8
1204,Housekeeping,Marilynn Robinson,1982,Bantam Books,Historical Fiction,39,3
1205,A Feather on the Breath of God: A Novel,Sigrid Nunez,1995,HarperCollins Publishers,Fantasy,31,6
1206,I Thought My Father Was God: And Other True Tales from NPR's National Story Project,Paul Auster,2002,Picador,Science Fiction,10,7
1207,Highland Fling,Amanda Scott,1995,Pinnacle Books,Romance,48,6
1208,Neverwhere,Neil Gaiman,1998,Avon,Mystery,20,4
1209,French Lieutenant Woman,John Fowles,1981,Penguin Putnam~mass,Mystery,35,4
1210,The Thorn Birds,Colleen McCullough,1978,Avon,Horror,54,10
1211,"Fodor's Exploring London, 4th Edition (Fodor's Exploring London)",Christopher Catling,2000,Fodor's,Horror,39,1
1212,On Her Own Ground : The Life and Times of Madam C.J. Walker,A'Lelia Bundles,2001,Scribner,Historical Fiction,57,2
1213,Four Complete Lord Peter Wimsey Novels,Dorothy L. Sayers,1982,Random House Value Publishing,Science Fiction,40,9
1214,"Forever... : A Novel of Good and Evil, Love and Hope",Jude Deveraux,2002,Pocket,Mystery,17,9
1215,The God of Small Things,Arundhati Roy,1997,Random House Inc,Fantasy,22,9
1216,Gift From The Sea,Anne Morrow Lindbergh,1986,Pantheon Books,Biography,41,2
1217,The Beekeeper's Apprentice,LAURIE R. KING,1996,Bantam,Historical Fiction,50,7
1218,The Red Tent : A Novel,Anita Diamant,1997,St. Martin's Press,Mystery,25,5
1219,The Earth House,Jeanne Duprau,1992,New Chapter Press,Self-help,31,8
1220,Tracks,Louise Erdrich,1988,Smithmark Pub,Science Fiction,19,6
1221,Mother of Pearl,Melinda Haynes,1999,Hyperion,Science Fiction,26,6
1222,Baba: A Return to China upon My Father's Shoulders,Belle Yang,1994,Harcourt,Young Adult,37,3
1223,Larry's Party,Carol Shields,1998,Penguin Books,Self-help,26,2
1224,In Love &amp; Trouble: Stories of Black Women,Alice Walker,1974,Harvest Books,Thriller,16,10
1225,Pale Fire: A Novel (Vintage International),Vladimir Vladimirovich Nabokov,1989,Vintage Books USA,Fantasy,29,2
1226,The Anubis Gates,Tim Powers,1997,Ace Books,Self-help,16,1
1227,The Vulcan Academy Murders,Jean Lorrah,1984,Star Trek,Self-help,44,3
1228,Picture of Dorian Gray,Oscar Wilde,0,Penguin Putnam~mass,Romance,40,1
1229,Samuel Taylor Coelridge (Everyman Poetry Library),John Beer,1997,Everyman Paperback Classics,Fantasy,25,10
1230,Der Alchimist.,Paulo Coelho,2003,"Diogenes Verlag, ZÃ?Â¼rich",Romance,38,6
1231,Das Lied der alten Steine.,Barbara Erskine,2002,Heyne,Young Adult,32,5
1232,"Suche Hose, biete Rock.",Annegrit Arens,1997,LÃ?Â¼bbe,Historical Fiction,42,9
1233,Zeit im Wind.,Nicholas Sparks,2000,Heyne,Historical Fiction,36,1
1234,Shadowrun. Deutschland in den Schatten.,Hans Joachim Alpers,2003,Heyne,Fantasy,15,3
1235,Der Fanger Im Roggen,Jerome D. Salinger,1966,Rowohlt Tb.,Historical Fiction,15,4
1236,Demian. Die Geschichte von Emil Sinclairs Jugend.,Hermann Hesse,1974,Suhrkamp,Self-help,46,9
1237,Vielleicht lieber morgen.,Stephen Chbosky,2001,Heyne,Mystery,30,6
1238,"Ich, Prinzessin Viola: Ein altes Haus und seine Besetzer",Claudia von Zglinicki,1995,Aufbau Taschenbuch Verlag,Fantasy,51,7
1239,Das Druidentor.,Wolfgang Hohlbein,2002,Heyne,Romance,52,7
1240,Timeless/Four Breathtaking Tales of Hearts That Reach Across Time-For Love: A Midsummer Day's Dream/Lovers of the Golden Drum/Out of Time/Echoes of L,Linda Lael Miller,1997,Berkley Publishing Group,Science Fiction,36,9
1241,Vice,Jane Feather,1996,Bantam,Thriller,16,6
1242,West of Dodge,LOUIS L'AMOUR,1997,Bantam,Thriller,45,8
1243,The Union Forever (Lost Regiment (Numbered)),William Forstchen,1997,Roc,Fantasy,31,10
1244,The Callahan Touch,Spider Robinson,1996,Ace Books,Young Adult,21,10
1245,Caverns of Socrates,Dennis L. McKiernan,1996,Roc,Horror,57,4
1246,"Between The Sheets (Harlequin Temptation, No 607)",Mallory Rush,1996,Harlequin,Fantasy,60,6
1247,Kent Montana and the Really Ugly Thing from Mars,Lionel Fenn,1990,Ace Books,Biography,15,8
1248,Black Knight,Carole Halston,1985,Silhouette,Horror,32,1
1249,"Midsummer Madness (Silhouette Desire, No 729)",Christine Rimmer,1992,Silhouette,Biography,59,10
1250,"Hand Of An Angel (Silhouette Desire, No 844)",BJ James,1994,Silhouette,Science Fiction,20,1
1251,The crow road,Iain Banks,1993,Abacus,Fantasy,29,5
1252,Life Is Elsewhere,Milan Kundera,2000,Faber &amp; Faber,Mystery,40,6
1253,Breakfast at Tiffany's: And Three Stories (First Vintage International),Truman Capote,1993,Vintage Books USA,Horror,39,10
1254,Golden Gate,Vikram Seth,0,Faber Faber Inc,Mystery,44,9
1255,Rachel's Tears: The Spiritual Journey of Columbine Martyr Rachel Scott,Darrell Scott,2000,Nelson Books,Thriller,32,7
1256,The Sorrows of Young Werther (Penguin Classics),Johann Wolfgang Von Goethe,1989,Penguin Books,Fantasy,36,8
1257,"Metropolis (Bfi Film Classics, 54)",Thomas Elsaesser,2000,British Film Institute,Young Adult,46,5
1258,Alien at St Wilfred's,Adrian Plass,1999,Zondervan,Thriller,55,4
1259,Why I Follow Jesus,Adrian Plass,2000,Zondervan Publishing Company,Romance,21,6
1260,"Sacred Diary of Adrian Plass, Christian Speaker Aged 45 3/4",Adrian Plass,1997,Zondervan,Young Adult,11,5
1261,Colours of Survival,Adrian Plass,2000,Zondervan,Mystery,31,1
1262,Angelas Ashes,Frank Mccourt,0,Harpercollins Uk,Romance,31,6
1263,Far from the Madding Crowd (Penguin Classics),Thomas Hardy,1989,Penguin Books,Romance,59,6
1264,Memoirs of a Geisha Uk,Arthur Golden,0,Trafalgar Square,Biography,13,4
1265,Who Were the Pharaohs?: A History of Their Names With a List of Cartouches,Stephen Quirke,1991,Dover Publications,Fantasy,41,10
1266,"Last Dance, Last Chance (Ann Rule's Crime Files)",Ann Rule,2002,Pocket,Historical Fiction,44,3
1267,Ham on Rye,Charles Bukowski,1982,Ecco,Horror,25,2
1268,Once,James Herbert,2002,Pan,Biography,24,5
1269,Are You Experienced?,William Sutcliffe,1998,Penguin Books Ltd,Biography,26,7
1270,"Oh, wie schÃ?Â¶n ist Panama",Janosch,2001,Beltz,Mystery,39,1
1271,"Komm, wir finden einen Schatz",Janosch,2001,Beltz,Historical Fiction,42,2
1272,Konig Babar,Jean de Brunhoff,1920,Not Avail,Biography,36,6
1273,Die Geschichte Von Babar,Jean de Brunhoff,1920,Diogenes,Young Adult,49,5
1274,Serafin und seine Wundermaschine.,Philippe Fix,1999,Diogenes,Self-help,12,9
1275,Ich schenk Dir meinen Mann.,Claudia Keller,1997,Goldmann,Mystery,15,5
1276,Die PrÃ?Â¼fung.,F. Paul Wilson,1996,Goldmann,Romance,43,4
1277,Der kleine Taschentherapeut. In 60 Sekunden wieder o.k.,Arnold A. Lazarus,1999,Klett-Cotta,Young Adult,19,7
1278,Die Wolfsfrau. Die Kraft der weiblichen Urinstinkte.,Clarissa Pinkola Estes,1997,Heyne,Self-help,31,4
1279,Was ist das?,Virginia Allen Jensen,1993,SauerlÃ?Â¤nder,Young Adult,43,9
1280,Post fÃ?Â¼r den Tiger,Janosch,1996,Beltz,Self-help,46,8
1281,Das Leben der Thiere,Janosch,1991,Beltz,Science Fiction,14,2
1282,Choke,CHUCK PALAHNIUK,2002,Anchor,Fantasy,16,4
1283,Survivor : A Novel,CHUCK PALAHNIUK,2000,Anchor,Historical Fiction,31,1
1284,Gifted Trust,John Paul Allen,2003,Biting Dog Publications,Science Fiction,23,6
1285,"Lamb : The Gospel According to Biff, Christ's Childhood Pal",Christopher Moore,2003,Perennial,Romance,36,5
1286,Le Coq De Bruygre (Folio Ser; No. 1229)),Tournier,1987,Distribooks Inc,Biography,31,10
1287,Retour Ã?Â  Brooklyn,Hubert Selby,1999,Editions 10/18,Self-help,24,3
1288,"Ask for May, Settle for June (A Doonesbury book)",G. B. Trudeau,1982,Henry Holt &amp; Co,Romance,15,1
1289,The Curse of Madame C : A Far Side Collection,Gary Larson,1994,Andrews McMeel Publishing,Horror,20,9
1290,Lake Wobegon Days,Garrison Keillor,1990,Penguin/Puffin Mass Market (Mm),Biography,13,10
1291,Rush Limbaugh Is a Big Fat Idiot: And Other Observations,Al Franken,1996,Delacorte Press,Self-help,40,7
1292,Happy Trails,Berke Breathed,1990,Little Brown &amp; Co,Fantasy,52,10
1294,In the Frame,Dick Francis,1993,Fawcett Books,Self-help,42,8
1295,The New Rabbi : A Congregation Searches for Its Leader,STEPHEN FRIED,2002,Bantam,Thriller,30,3
1296,Dealing With Dragons (Enchanted Forest Chronicles (Paperback)),Patricia C. Wrede,1992,Scholastic,Biography,22,8
1297,All Too Human : A Political Education,George Stephanopoulos,1999,"Little, Brown",Romance,44,2
1298,Rubyfruit Jungle,Rita Mae Brown,1988,Bantam Dell Pub Group,Historical Fiction,55,7
1299,Little Women (Penguin Classics),Louisa May Alcott,1989,Penguin Books,Self-help,26,10
1300,The Thief Lord,Cornelia Funke,2002,Scholastic,Mystery,46,9
1301,Fantastic Four Illustrated Books,Stan Lee,1982,Marvel Books,Young Adult,25,1
1302,"Sex, Art, and American Culture: Essays",Camille Paglia,1992,Vintage Books USA,Historical Fiction,42,5
1303,Return of the Jedi (Star Wars),James Kahn,1983,Del Rey Books,Self-help,30,7
1304,Stranger in a Strange Land,Robert A. Heinlein,1984,Berkley Publishing Group,Mystery,33,5
1305,Ship Who Sang,Anne McCaffrey,1979,Del Rey Books,Thriller,34,4
1306,Little Women (Treasury of Illustrated Classics),Louisa May Alcott,2003,Modern Publishing,Thriller,54,8
1307,The Color of Water: A Black Man's Tribute to His White Mother,James McBride,1997,Riverhead Books,Self-help,12,4
1308,Wayside School is Falling Down,Louis Sachar,1990,HarperTrophy,Horror,32,8
1309,The Dolphins of Pern,Anne McCaffrey,1994,Ballantine Books,Science Fiction,18,8
1310,Dragonsdawn,Anne McCaffrey,1988,Ballantine Books,Young Adult,13,2
1311,Beneath an Opal Moon,Eric Van Lustbader,1982,Berkley Publishing Group,Historical Fiction,60,10
1312,Myth-Ion Improbable (Myth Books),Robert Asprin,2002,Ace Books,Thriller,11,6
1313,Anne Frank: The Diary of a Young Girl,ANNE FRANK,1993,Bantam,Self-help,53,1
1314,Kriya Yoga Sutras of Patanjali and the Siddhas,Georg Feverstein,2001,Kriya Yoga Publications,Biography,13,6
1315,The Family Orchard,Nomi Eve,2001,Vintage Books USA,Fantasy,24,9
1316,THIS HALLOWED GRND,Bruce Catton,1986,Pocket,Mystery,30,1
1317,Miracle Worker,William Gibson,1981,Bantam Books,Young Adult,20,3
1318,HISTORY OF THE SOUTHERN CONFEDERACY,Clement Eaton,1965,Free Press,Historical Fiction,40,7
1319,War of the Worlds,H. G. Wells,1981,Berkley Publishing Group,Romance,32,6
1320,Elfstones of Shannara,Terry Brooks,1990,Del Rey Books,Biography,12,3
1321,Sword of Shannara,Terry Brooks,1980,Ballantine Books,Young Adult,56,4
1322,"Ogre, Ogre",Piers Anthony,1982,Del Rey Books,Mystery,16,6
1323,The Stand: Complete and Uncut,Stephen King,1991,Signet Book,Horror,27,5
1324,Lonesome Dove,Larry McMurtry,1988,Pocket,Historical Fiction,56,8
1325,Shopaholic Takes Manhattan (Summer Display Opportunity),Sophie Kinsella,2002,Delta,Biography,43,7
1326,Confessions of a Shopaholic (Summer Display Opportunity),SOPHIE KINSELLA,2001,Delta,Historical Fiction,35,5
1327,The Cider House Rules,John Irving,1986,Bantam Books,Mystery,28,6
1328,PRIME TIME : PRIME TIME,Judy Collins,1989,Pocket,Romance,12,9
1329,Uncle Tungsten: Memories of a Chemical Boyhood,Oliver W. Sacks,2002,Vintage Books USA,Biography,49,8
1330,Family At Last (Love Inspired (Numbered)),Carolyne Aarsen,2000,Steeple Hill,Romance,58,7
1331,Sons of Texas : Callaway Country,Annette Broadrick,2000,Silhouette,Romance,44,6
1332,Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich,2001,Metropolitan Books,Young Adult,50,6
1333,Gingerbread,Rachel Cohn,2003,Simon Pulse,Romance,53,9
1334,Strange Memories The Nancy Drew Files 122 (Nancy Drew Files (Paperback)),Carolyn Keene,1997,Simon Pulse,Biography,29,2
1335,"My Grandfathers Blessings : Stories of Strength, Refuge, and Belonging",Rachel Naomi Remen M.D.,2001,Riverhead Books,Self-help,11,1
1336,Summer Light,Luanne Rice,2002,Bantam Books,Thriller,20,1
1337,Smoke in Mirrors,Jayne Ann Krentz,2002,Jove Books,Science Fiction,21,9
1338,Table For Two,Nora Roberts,2002,Silhouette,Horror,19,6
1339,Winter Wedding,Joan Smith,1990,Fawcett Books,Romance,50,3
1340,Divining Women (Ay Spoken Word - Gibbons),Kaye Gibbons,2004,Audioworks,Historical Fiction,37,4
1341,Eve's Rib,Bryn Chandler,1988,Random House Inc,Science Fiction,26,1
1342,In Search of America,Tod Brewster,2002,Hyperion,Young Adult,19,7
1343,The Distance Between,Eliza Osborne,2000,Soho Press,Historical Fiction,59,5
1344,The Museum Guard,Howard Norman,1998,Farrar Straus Giroux,Self-help,13,4
1345,No One Thinks of Greenland,John Griesemer,2001,Picador USA,Young Adult,57,6
1346,Evening News: A Novel,Marly A. Swick,1999,Little Brown &amp; Co,Science Fiction,56,5
1347,Having Everything,John L'Heureux,1999,Pub Group West,Young Adult,53,10
1348,Nothin' but Good Times Ahead,Molly Ivins,1993,Random House Inc,Young Adult,24,2
1349,Hunting Badger,Tony Hillerman,1999,HarperCollins Publishers,Historical Fiction,22,10
1350,The Education of Little Tree (A Zia Book),Forrest Carter,1986,University of New Mexico Press,Mystery,14,9
1351,The Island of the Day Before,Umberto Eco,1996,Penguin Books,Self-help,34,10
1352,Darwin's Radio,Greg Bear,2000,Ballantine Books,Fantasy,22,8
1353,Good Omens,Neil Gaiman,1996,Ace Books,Self-help,53,4
1354,Il Dio Delle Piccole Cose,Arundhati Roy,2002,Distribooks Inc,Fantasy,10,3
1355,The Songcatcher: A Ballad Novel,Sharyn McCrumb,2002,Signet Book,Biography,43,7
1356,Message in a Bottle,Nicholas Sparks,1999,Warner Vision,Young Adult,19,1
1357,Fatal Voyage,Kathy Reichs,2002,Pocket,Mystery,36,10
1358,Praying for Sleep,Jeffery Deaver,1995,Signet Book,Young Adult,25,1
1359,Flashback,Nevada Barr,2003,Putnam Publishing Group,Self-help,15,4
1360,Red Square,Martin Cruz Smith,1993,Ballantine Books,Self-help,46,2
1361,Pearl in the Mist (Landry),V.C. Andrews,1994,Pocket,Historical Fiction,31,9
1362,Knockin' at Heaven's Door,Stephen Hill,1999,Regal Books,Biography,57,2
1363,Shock,Robin Cook,2001,G. P. Putnam's Sons,Science Fiction,41,9
1364,Das Halsband der Taube.,Ernst W. Heine,1996,btb,Mystery,51,5
1365,Isle of Lies,Donna Fletcher,2002,Jove Books,Mystery,39,3
1366,Bronze Mirror,Jeanne Larsen,1992,Ballantine Books,Romance,30,7
1367,Doll's Eyes,Bari Wood,1993,William Morrow &amp; Company,Thriller,26,6
1368,Men and Brethren,James Gould Cozzens,1989,Elephant Paperbacks,Young Adult,18,6
1369,"My Father, His Son",Reidar Jonsson,1991,Little Brown &amp; Co,Thriller,37,8
1370,Starlings Laughing: A Memoir of Africa,June Vendall Clark,1991,Harpercollins,Fantasy,30,6
1371,The God of Mirrors,Robert Reilly,1986,Atlantic Monthly Press,Science Fiction,10,5
1372,Unassigned Territory,Kem Nunn,1988,Bantam Dell Pub Group,Young Adult,36,4
1373,The Best of Larry King Live: The Greatest Interviews,Larry King,1995,Turner Pub,Romance,22,1
1374,The Poisonwood Bible: A Novel,Barbara Kingsolver,1999,Perennial,Historical Fiction,40,1
1375,A Lesson Before Dying (Vintage Contemporaries (Paperback)),Ernest J. Gaines,1997,Vintage Books USA,Fantasy,49,5
1376,Operating Instructions: A Journal of My Son's First Year,Anne Lamott,1994,Ballantine Books,Science Fiction,32,2
1377,Jewel,Bret Lott,1999,Washington Square Press,Historical Fiction,13,10
1378,Their Eyes Were Watching God: A Novel,Zora Neale Hurston,1990,Perennial,Mystery,57,7
1379,"Wild Magic (Fool's Gold, Book 2)",Jude Fisher,2003,Daw Books,Young Adult,16,4
1380,The Satanic Verses,Salman Rushdie,1992,Distributors,Historical Fiction,56,4
1381,Shadowmancer,G. P. Taylor,2004,Putnam Publishing Group,Young Adult,11,1
1382,Notes From a Small Planet,Bill Bryson,0,Bantam Doubleday Dell,Biography,26,10
1383,DINOSAUR PLANET 2 SURVIVORS,ANNE MCCAFFREY,1996,Time Warner Books UK,Romance,21,4
1384,The Grapes of Wrath: John Steinbeck Centennial Edition (1902-2002),John Steinbeck,2002,Penguin Books,Romance,51,8
1385,"The Amber Spyglass (His Dark Materials, Book 3)",Philip Pullman,2000,Scholastic Press,Thriller,55,5
1386,"The Subtle Knife (His Dark Materials, Book 2)",Philip Pullman,1998,Scholastic Point,Fantasy,21,4
1387,Northern Lights (His Dark Materials S.),Philip Pullman,1998,Scholastic Point,Mystery,49,3
1388,A Prayer for Owen Meany,John Irving,1990,Ballantine Books,Self-help,32,6
1389,Away from It All,Judy Astley,2003,Trafalgar Square,Self-help,25,1
1390,Winnie-The-Pooh on Management and Problem Solving,Roger E. Allen,1998,Routledge,Self-help,26,10
1391,An ABC for You and Me,Margaret Tempest,0,The Medici Society Ltd,Historical Fiction,57,7
1392,Popular Reward: the Brave Toy Soldier: And Other Stories (Enid Blyton's Popular Rewards Series VII),Enid Blyton,1996,Award Publications,Mystery,59,8
1393,Shadowheart : Legends of the Raven (Legends of the Raven),James Barclay,2003,Gollancz,Fantasy,55,2
1394,Nightchild (Gollancz SF S.),James Barclay,2002,Gollancz,Horror,39,8
1395,The Prophet,Kahlil Gibran,1973,Alfred A. Knopf,Biography,58,10
1396,How Not to Be a Perfect Mother: The Crafty Mother's Guide to a Quiet Life (How Not to),Libby Purves,1986,HarperCollins Publishers,Science Fiction,34,1
1397,"No Eye Can See (Kirkpatrick, Jane, Kinship and Courage Historical Series, Bk. 2.)",JANE KIRKPATRICK,2001,WaterBrook Press,Horror,40,7
1398,The Sinner,TESS GERRITSEN,2003,Ballantine Books,Young Adult,25,4
1399,Cold Sassy Tree,Olive Ann Burns,1986,Delta,Fantasy,50,7
1400,A Tree Grows in Brooklyn,Betty Smith,1998,Perennial,Romance,60,7
1401,The Neverending Story,Michael Ende,1985,Penguin USA,Historical Fiction,26,2
1402,The Shipping News : A Novel,Annie Proulx,2001,Scribner,Mystery,42,9
1403,Hiding Place,Corrie Ten Boom,1984,Bantam Books,Biography,44,4
1404,Only The River Runs Free : A Novel (Galway Chronicles (Paperback)),Bodie Thoene,2003,WestBow Press,Horror,10,3
1405,Only the Wind Remembers,Marlo Schalesky,2003,Moody Publishers,Young Adult,24,4
1406,True Notebooks (Alex Awards (Awards)),MARK SALZMAN,2003,Knopf,Science Fiction,11,10
1407,The No. 1 Ladies' Detective Agency (Today Show Book Club #8),Alexander McCall Smith,2003,Anchor,Young Adult,21,8
1408,Driving Mr. Albert: A Trip Across America With Einstein's Brain,Michael Paterniti,2001,Delta,Fantasy,18,4
1409,French Lieutenant's Woman,John Fowles,1996,Signet Book,Fantasy,10,8
1410,The Clearing: A Mystery,Dorothy Reynolds Miller,1998,Yearling Books,Mystery,14,6
1411,Shopgirl,Steve Martin,2001,Hyperion,Horror,52,5
1412,Kitchen,Banana Yoshimoto,1994,Washington Square Press,Self-help,10,3
1413,Museum of Science Book of Answers &amp; Questions,Ann Rae Jonas,1996,Adams Media Corp,Horror,53,4
1414,How in the World?: A Fascinating Journey Through the World of Human Ingenuity,Readers Digest,1990,Readers Digest,Romance,47,9
1415,The Power of Myth (Illustrated Edition),Joseph Campbell,1988,Doubleday Books,Fantasy,39,1
1416,Crescent City,Belva Plain,1984,Delacorte Press,Fantasy,29,6
1417,Gibson's Student Guide to Western Canadian Universities,Dyanne Gibson,1993,University of Toronto Press,Historical Fiction,60,10
1418,"The New Hugo Winners, Vol. 2",Isaac Asimov,1991,Baen,Biography,42,5
1419,My Teacher is an Alien,Bruce Coville,1997,Pocket Books,Historical Fiction,60,10
1420,Tangle Box,TERRY BROOKS,1995,Del Rey,Science Fiction,47,4
1421,"Breath, Eyes, Memory",Edwidge Danticat,1998,Vintage Books USA,Science Fiction,50,4
1422,A Walk in the Woods: Rediscovering America on the Appalachian Trail (Official Guides to the Appalachian Trail),Bill Bryson,1999,Broadway Books,Romance,17,3
1423,The Bottoms,Joe R. Lansdale,2000,Mysterious Press,Romance,46,1
1424,The Flanders Panel,ARTURO PEREZ-REVERTE,1996,Bantam,Historical Fiction,56,5
1425,Where No Gods Came (Michigan Literary Fiction Awards),Sheila O'Connor,2003,UMP,Historical Fiction,56,5
1426,"The Devil in the White City : Murder, Magic, and Madness at the Fair That Changed America (Illinois)",ERIK LARSON,2003,Crown,Thriller,59,6
1427,The Adventures of Augie March,Saul Bellow,2003,Viking Books,Biography,54,1
1428,Sacred Journey of the Peaceful Warrior,Dan Millman,1991,H.J. Kramer,Fantasy,52,2
1429,Chicken Soup for the Mother's Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1997,Health Communications,Romance,31,9
1430,The Kitchen God's Wife,Amy Tan,1992,Ivy Books,Romance,22,8
1431,Adventures of Huckleberry Finn (Signet Classics (Paperback)),Mark Twain,1997,Signet Book,Horror,40,5
